location_id,country,province_or_state,city,location_code
l8365,United Kingdom,West Midlands,Birmingham,Suburban
l8366,United States,Connecticut,Norwalk,Rural
l8367,Germany,Nordrhein-Westfalen,Koln,Urban
l8368,Germany,Thuringen,Erfurt,Suburban
l8369,United States,Arkansas,Little Rock,Rural
l8370,United States,Arkansas,Fayetteville,Urban
l8371,United States,California,San Clara,Suburban
l8372,Germany,Bremen,Bremen,Rural
l8373,United Kingdom,Greater London,London,Rural
l8374,United Kingdom,Greater London,London,Rural
l8375,Canada,Saskatchewan,Regina,Suburban
l8376,Canada,Quebec,Montreal,Rural
l8377,United Kingdom,Greater London,London,Urban
l8378,United Kingdom,Shropshire,Telford,Suburban
l8379,United Kingdom,Bristol,Lower Cheltenham Place,Suburban
l8380,United Kingdom,Greater London,London,Suburban
l8381,United States,California,Los Angeles,Rural
l8382,Germany,Berlin,Berlin,Urban
l8383,Canada,Quebec,Montreal,Suburban
l8384,United Kingdom,Greater London,London,Rural
l8385,Canada,British Columbia,Vancouver,Suburban
l8386,United Kingdom,Brighton and Hove,Maldon Road,Rural
l8387,United Kingdom,Reading,Robindale Avenue,Rural
l8388,Canada,Ontario,London,Urban
l8389,Germany,Rheinland-Pfalz,Mainz,Rural
l8390,United Kingdom,Greater London,London,Urban
l8391,Canada,Quebec,Montreal,Suburban
l8392,United States,California,Los Angeles,Urban
l8393,United Kingdom,Oxfordshire,Oxford,Suburban
l8394,United Kingdom,Reading,Ilkley Road,Rural
l8395,United Kingdom,Greater London,London,Suburban
l8396,Canada,New Brunswick,Moncton,Urban
l8397,Germany,Sachsen,Dresden,Urban
l8398,United States,California,Los Angeles,Suburban
l8399,United Kingdom,West Midlands,Birmingham,Urban
l8400,United States,Florida,Miami,Rural
l8401,United States,Florida,Orlando,Suburban
l8402,United States,Colorado,Denver,Urban
l8403,Germany,Hessen,Frankfurt,Suburban
l8404,United States,Alaska,Juneau,Suburban
l8405,United Kingdom,West Midlands,Birmingham,Suburban
l8406,Germany,Bremen,Bremen,Suburban
l8407,United States,Delaware,Wilmington,Suburban
l8408,Germany,Hessen,Frankfurt,Urban
l8409,United Kingdom,West Midlands,Birmingham,Rural
l8410,Canada,Ontario,Toronto,Suburban
l8411,United Kingdom,Bristol,Lower Cheltenham Place,Rural
l8412,Canada,Alberta,Banff,Suburban
l8413,Germany,Berlin,Berlin,Rural
l8414,Canada,Ontario,Toronto,Suburban
l8415,United States,Delaware,Dover,Urban
l8416,United Kingdom,Greater London,London,Rural
l8417,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l8418,United Kingdom,West Midlands,Birmingham,Rural
l8419,United States,California,Anaheim,Suburban
l8420,Germany,Bayern,Munchen,Rural
l8421,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8422,United Kingdom,Greater London,London,Urban
l8423,Canada,Manitoba,Winnipeg,Suburban
l8424,Germany,Baden-Wurttemberg,Leonberg,Rural
l8425,Canada,British Columbia,Vancouver,Urban
l8426,United Kingdom,Brighton and Hove,Eley Drive,Rural
l8427,Canada,Quebec,Hull,Suburban
l8428,United Kingdom,West Midlands,Birmingham,Urban
l8429,Canada,Alberta,Edmonton,Rural
l8430,United States,Florida,Miami,Urban
l8431,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l8432,Germany,Bremen,Bremen,Urban
l8433,United Kingdom,Greater London,London,Urban
l8434,Canada,Quebec,Hull,Rural
l8435,United Kingdom,Greater London,London,Urban
l8436,United Kingdom,Reading,Woodwaye,Rural
l8437,United Kingdom,Brighton and Hove,Eley Drive,Rural
l8438,Canada,Saskatchewan,Regina,Suburban
l8439,United States,Colorado,Denver,Rural
l8440,United Kingdom,Greater London,London,Urban
l8441,Canada,Quebec,Montreal,Rural
l8442,United States,Colorado,Colorado Springs,Suburban
l8443,United Kingdom,West Midlands,Birmingham,Urban
l8444,Canada,British Columbia,Victoria,Urban
l8445,Germany,Hessen,Frankfurt,Suburban
l8446,United States,California,San Francisco,Rural
l8447,Canada,Quebec,Montreal,Rural
l8448,Germany,Bayern,Munchen,Rural
l8449,Germany,Nordrhein-Westfalen,Bonn,Urban
l8450,United States,Colorado,Denver,Suburban
l8451,United Kingdom,West Midlands,Birmingham,Urban
l8452,Canada,Ontario,Toronto,Urban
l8453,Germany,Hamburg,Hamburg,Rural
l8454,United Kingdom,Reading,Mayfield Drive,Rural
l8455,Canada,Nova Scotia,Halifax,Urban
l8456,Germany,Nordrhein-Westfalen,Bonn,Rural
l8457,United States,Colorado,Denver,Urban
l8458,United States,California,Los Angeles,Suburban
l8459,United States,California,Oakland,Rural
l8460,Germany,Bremen,Bremen,Suburban
l8461,Germany,Mecklenburg-Vorpommern,Solingen,Suburban
l8462,Germany,Nordrhein-Westfalen,Bonn,Urban
l8463,United Kingdom,Brighton and Hove,Franklin Street,Urban
l8464,Canada,Ontario,Sudbury,Suburban
l8465,Germany,Nordrhein-Westfalen,Bonn,Rural
l8466,United Kingdom,Greater London,London,Urban
l8467,Canada,Quebec,Montreal,Suburban
l8468,United States,Florida,Tallahassee,Rural
l8469,United States,Colorado,Denver,Suburban
l8470,United States,Alabama,Birmingham,Rural
l8471,United Kingdom,West Midlands,Birmingham,Rural
l8472,United States,Colorado,Denver,Rural
l8473,United States,Colorado,Denver,Rural
l8474,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l8475,United States,Florida,Orlando,Rural
l8476,United Kingdom,Greater London,London,Urban
l8477,United States,Arizona,Tucson,Rural
l8478,United States,Connecticut,Hartford,Rural
l8479,United Kingdom,Greater London,London,Rural
l8480,United States,Colorado,Denver,Rural
l8481,Germany,Nordrhein-Westfalen,Bonn,Urban
l8482,Germany,Hessen,Russelsheim,Urban
l8483,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l8484,Germany,Nordrhein-Westfalen,Bonn,Rural
l8485,United Kingdom,Oxfordshire,Oxford,Suburban
l8486,United Kingdom,Shropshire,Telford,Rural
l8487,United Kingdom,Greater London,London,Rural
l8488,Canada,Ontario,Toronto,Rural
l8489,Germany,Bayern,Munchen,Suburban
l8490,Germany,Saarland,Saarbrucken,Urban
l8491,United Kingdom,Greater London,London,Rural
l8492,Canada,Quebec,Montreal,Suburban
l8493,United Kingdom,West Midlands,Birmingham,Suburban
l8494,Canada,British Columbia,West Vancouver,Rural
l8495,United Kingdom,Reading,Woodwaye,Urban
l8496,United States,Arkansas,Little Rock,Suburban
l8497,United Kingdom,Greater London,London,Rural
l8498,United States,DC,Washington,Suburban
l8499,United Kingdom,Greater London,London,Urban
l8500,Canada,Ontario,Toronto,Urban
l8501,Canada,British Columbia,Victoria,Rural
l8502,Canada,Nova Scotia,Halifax,Suburban
l8503,Germany,Thuringen,Erfurt,Suburban
l8504,United Kingdom,Nottinghamshire,Nottingham,Suburban
l8505,Canada,Yukon,Whitehorse,Suburban
l8506,United Kingdom,Greater London,London,Rural
l8507,Germany,Bayern,Landshut,Rural
l8508,Germany,Bayern,Munchen,Rural
l8509,Canada,Manitoba,Winnipeg,Urban
l8510,Canada,Saskatchewan,Regina,Urban
l8511,United States,Florida,Miami,Suburban
l8512,Germany,Baden-Wurttemberg,Leonberg,Urban
l8513,United Kingdom,Brighton and Hove,Mafeking Road,Urban
l8514,Germany,Hessen,Frankfurt,Suburban
l8515,Germany,Bremen,Bremen,Urban
l8516,Canada,Quebec,Hull,Suburban
l8517,United Kingdom,Bristol,Lower Cheltenham Place,Rural
l8518,United Kingdom,Greater London,London,Rural
l8519,Canada,British Columbia,Vancouver,Urban
l8520,United States,Florida,Miami,Rural
l8521,United States,California,San Diego,Rural
l8522,United Kingdom,Greater London,London,Urban
l8523,United Kingdom,Bristol,The Crescent,Suburban
l8524,United Kingdom,Oxfordshire,Oxford,Suburban
l8525,United States,Connecticut,Norwalk,Rural
l8526,United Kingdom,Brighton and Hove,Maldon Road,Rural
l8527,United States,California,Los Angeles,Rural
l8528,United Kingdom,West Midlands,Birmingham,Urban
l8529,Canada,Quebec,Montreal,Urban
l8530,Germany,Baden-Wurttemberg,Leonberg,Suburban
l8531,United Kingdom,Brighton and Hove,Maldon Road,Rural
l8532,United States,California,San Clara,Suburban
l8533,United States,California,Los Angeles,Urban
l8534,Canada,Quebec,Montreal,Rural
l8535,United States,Alabama,Birmingham,Suburban
l8536,United States,Florida,Tallahassee,Urban
l8537,United States,Alaska,Juneau,Urban
l8538,United Kingdom,Nottinghamshire,Nottingham,Suburban
l8539,United Kingdom,Hampshire,Southampton,Urban
l8540,United States,Colorado,Denver,Suburban
l8541,Canada,Ontario,Toronto,Suburban
l8542,Canada,Alberta,Edmonton,Urban
l8543,Germany,Bremen,Bremen,Urban
l8544,United Kingdom,Hampshire,Southampton,Rural
l8545,United States,Colorado,Boulder,Suburban
l8546,United Kingdom,West Midlands,Birmingham,Urban
l8547,United States,California,San Francisco,Rural
l8548,Canada,Ontario,Kingston,Suburban
l8549,United Kingdom,Reading,Mayfield Drive,Rural
l8550,United States,Georgia,Atlanta,Urban
l8551,Canada,British Columbia,Whistler,Rural
l8552,Canada,Ontario,Sudbury,Urban
l8553,United Kingdom,Greater London,London,Suburban
l8554,United Kingdom,Greater London,London,Urban
l8555,United Kingdom,West Midlands,Birmingham,Rural
l8556,Canada,Ontario,Toronto,Suburban
l8557,Germany,Hessen,Russelsheim,Rural
l8558,Germany,Bayern,Ulm,Rural
l8559,Germany,Bremen,Bremen,Suburban
l8560,Canada,Quebec,Montreal,Rural
l8561,Canada,Prince Edward Island,Charlottetown,Suburban
l8562,United Kingdom,Greater London,London,Suburban
l8563,Germany,Bremen,Bremen,Rural
l8564,Germany,Hamburg,Hamburg,Rural
l8565,Canada,Manitoba,Winnipeg,Urban
l8566,Germany,Hessen,Frankfurt,Urban
l8567,Canada,Alberta,Edmonton,Urban
l8568,Germany,Bayern,Munchen,Rural
l8569,United States,Delaware,Wilmington,Urban
l8570,United States,Florida,Miami,Suburban
l8571,United Kingdom,Greater London,London,Suburban
l8572,United Kingdom,Oxfordshire,Oxford,Rural
l8573,Germany,Nordrhein-Westfalen,Bonn,Urban
l8574,United Kingdom,Reading,Robindale Avenue,Rural
l8575,United States,Colorado,Boulder,Suburban
l8576,Canada,Ontario,Toronto,Rural
l8577,Canada,New Brunswick,Fredericton,Rural
l8578,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l8579,United States,Florida,Tallahassee,Rural
l8580,United States,Alaska,Anchorage,Rural
l8581,United States,Alaska,Anchorage,Urban
l8582,United Kingdom,Greater London,London,Suburban
l8583,Germany,Nordrhein-Westfalen,Bonn,Suburban
l8584,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l8585,United Kingdom,Greater London,London,Rural
l8586,Canada,British Columbia,Whistler,Rural
l8587,Germany,Hessen,Frankfurt,Suburban
l8588,United Kingdom,Oxfordshire,Oxford,Suburban
l8589,United Kingdom,Reading,Ilkley Road,Suburban
l8590,United Kingdom,Shropshire,Telford,Urban
l8591,Canada,Ontario,Toronto,Rural
l8592,United States,California,Oakland,Rural
l8593,United States,Florida,Miami,Urban
l8594,Germany,Bayern,Landshut,Suburban
l8595,Germany,Nordrhein-Westfalen,Koln,Suburban
l8596,United States,Arizona,Tucson,Urban
l8597,Canada,British Columbia,Vancouver,Suburban
l8598,United States,Colorado,Denver,Suburban
l8599,United States,California,Los Angeles,Rural
l8600,Germany,Berlin,Berlin,Suburban
l8601,United Kingdom,Hampshire,Southampton,Suburban
l8602,United Kingdom,Greater London,London,Rural
l8603,United States,Delaware,Wilmington,Urban
l8604,United Kingdom,Reading,Back Lane,Urban
l8605,Germany,Bremen,Bremen,Urban
l8606,Germany,Bayern,Munchen,Rural
l8607,Canada,Quebec,Quebec City,Rural
l8608,Canada,Quebec,Montreal,Rural
l8609,Canada,Ontario,Toronto,Rural
l8610,Germany,Nordrhein-Westfalen,Bonn,Urban
l8611,Germany,Bayern,Munchen,Rural
l8612,Canada,Quebec,Quebec City,Rural
l8613,United Kingdom,Greater London,London,Urban
l8614,Germany,Bayern,Munchen,Urban
l8615,Canada,British Columbia,Victoria,Urban
l8616,Canada,Ontario,London,Rural
l8617,Canada,Ontario,Toronto,Urban
l8618,Canada,Manitoba,Winnipeg,Rural
l8619,Canada,Quebec,Montreal,Rural
l8620,Canada,Quebec,Montreal,Rural
l8621,Germany,Hamburg,Hamburg,Rural
l8622,Canada,Ontario,Toronto,Urban
l8623,Canada,British Columbia,Vancouver,Urban
l8624,United Kingdom,Greater London,London,Suburban
l8625,United Kingdom,Greater London,London,Rural
l8626,United States,Florida,Miami,Urban
l8627,United States,California,Berkeley,Rural
l8628,United Kingdom,Greater London,London,Urban
l8629,Germany,Sachsen-Anhalt,Magdeburg,Urban
l8630,United Kingdom,Greater London,London,Rural
l8631,Germany,Mecklenburg-Vorpommern,Solingen,Rural
l8632,United Kingdom,Greater London,London,Urban
l8633,United Kingdom,Greater London,London,Rural
l8634,United States,Colorado,Denver,Urban
l8635,Germany,Hessen,Frankfurt,Urban
l8636,Canada,British Columbia,Vancouver,Suburban
l8637,Germany,Hamburg,Hamburg,Suburban
l8638,United States,California,Anaheim,Suburban
l8639,United Kingdom,Greater London,London,Rural
l8640,United States,Alabama,Birmingham,Rural
l8641,United States,California,San Diego,Suburban
l8642,Germany,Bayern,Nurnberg,Suburban
l8643,Canada,Quebec,Montreal,Rural
l8644,United Kingdom,West Midlands,Birmingham,Suburban
l8645,United Kingdom,Hampshire,Southampton,Suburban
l8646,Canada,Ontario,Toronto,Suburban
l8647,Germany,Bayern,Munchen,Suburban
l8648,Germany,Baden-Wurttemberg,Leonberg,Rural
l8649,Canada,Quebec,Quebec City,Rural
l8650,United States,Alabama,Mobile,Rural
l8651,United Kingdom,Greater London,London,Urban
l8652,United Kingdom,Greater London,London,Rural
l8653,Germany,Bremen,Bremen,Urban
l8654,Canada,Manitoba,Winnipeg,Suburban
l8655,Canada,Ontario,Toronto,Suburban
l8656,United States,Florida,Orlando,Suburban
l8657,United States,Florida,Miami,Suburban
l8658,Germany,Bayern,Munchen,Rural
l8659,Canada,Ontario,Ottawa,Suburban
l8660,Germany,Thuringen,Erfurt,Suburban
l8661,United States,Florida,Tallahassee,Suburban
l8662,United States,Florida,Miami,Rural
l8663,Germany,Nordrhein-Westfalen,Koln,Urban
l8664,United States,Arizona,Phoenix,Suburban
l8665,United States,California,San Francisco,Rural
l8666,United States,California,Los Angeles,Suburban
l8667,Germany,Thuringen,Erfurt,Urban
l8668,Canada,Alberta,Edmonton,Urban
l8669,Canada,Quebec,Montreal,Urban
l8670,United Kingdom,Greater London,London,Suburban
l8671,Canada,Nova Scotia,Halifax,Suburban
l8672,United Kingdom,West Midlands,Birmingham,Urban
l8673,Germany,Hessen,Frankfurt,Suburban
l8674,Canada,British Columbia,Kelowna,Suburban
l8675,United Kingdom,Shropshire,Telford,Rural
l8676,Canada,Alberta,Edmonton,Rural
l8677,United States,Connecticut,Hartford,Rural
l8678,Canada,New Brunswick,Fredericton,Suburban
l8679,Germany,Hessen,Frankfurt,Rural
l8680,United States,Alabama,Birmingham,Urban
l8681,United Kingdom,Reading,Woodwaye,Rural
l8682,Canada,Quebec,Tremblant,Suburban
l8683,Canada,British Columbia,Kelowna,Rural
l8684,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l8685,United Kingdom,Greater London,London,Rural
l8686,Germany,Hamburg,Hamburg,Rural
l8687,United Kingdom,Reading,Mayfield Drive,Rural
l8688,United States,Colorado,Boulder,Rural
l8689,Germany,Hessen,Frankfurt,Urban
l8690,Germany,Hessen,Frankfurt,Rural
l8691,Canada,Quebec,Quebec City,Suburban
l8692,Germany,Bayern,Landshut,Urban
l8693,United States,Alaska,Juneau,Urban
l8694,Germany,Hamburg,Hamburg,Suburban
l8695,United States,Alabama,Birmingham,Rural
l8696,Canada,British Columbia,Vancouver,Rural
l8697,Canada,Quebec,Montreal,Suburban
l8698,United Kingdom,Greater London,London,Suburban
l8699,Canada,Yukon,Whitehorse,Suburban
l8700,United Kingdom,Oxfordshire,Oxford,Suburban
l8701,United States,California,San Clara,Rural
l8702,Germany,Hamburg,Hamburg,Urban
l8703,Canada,British Columbia,Vancouver,Suburban
l8704,United States,Colorado,Denver,Urban
l8705,Germany,Bayern,Munchen,Suburban
l8706,Canada,New Brunswick,Fredericton,Rural
l8707,United States,California,Pasadena,Urban
l8708,United Kingdom,Hampshire,Southampton,Rural
l8709,Canada,Ontario,Toronto,Suburban
l8710,Canada,Manitoba,Winnipeg,Urban
l8711,United States,Georgia,Atlanta,Urban
l8712,Germany,Saarland,Saarbrucken,Suburban
l8713,United States,Florida,Miami,Urban
l8714,Germany,Bremen,Bremen,Urban
l8715,Germany,Berlin,Berlin,Urban
l8716,United Kingdom,West Midlands,Birmingham,Rural
l8717,Canada,British Columbia,Vancouver,Urban
l8718,Canada,Saskatchewan,Regina,Rural
l8719,Germany,Hessen,Frankfurt,Suburban
l8720,United Kingdom,Hampshire,Southampton,Rural
l8721,United Kingdom,Bristol,The Crescent,Urban
l8722,Canada,Quebec,Montreal,Rural
l8723,United States,Arkansas,Fayetteville,Suburban
l8724,Canada,Ontario,Toronto,Rural
l8725,United Kingdom,Greater London,London,Rural
l8726,Canada,British Columbia,Vancouver,Urban
l8727,United Kingdom,Oxfordshire,Oxford,Urban
l8728,United Kingdom,Greater London,London,Suburban
l8729,United States,Colorado,Denver,Urban
l8730,United States,Colorado,Colorado Springs,Urban
l8731,United States,Connecticut,Norwalk,Suburban
l8732,United States,Colorado,Denver,Rural
l8733,Canada,Manitoba,Winnipeg,Rural
l8734,Canada,Quebec,Montreal,Rural
l8735,Canada,Quebec,Montreal,Rural
l8736,United Kingdom,Reading,Ilkley Road,Rural
l8737,United Kingdom,Greater London,London,Rural
l8738,United States,California,San Francisco,Suburban
l8739,Germany,Baden-Wurttemberg,Leonberg,Rural
l8740,Germany,Thuringen,Erfurt,Suburban
l8741,Germany,Hessen,Frankfurt,Rural
l8742,Germany,Baden-Wurttemberg,Leonberg,Rural
l8743,Germany,Nordrhein-Westfalen,Arnsberg,Rural
l8744,United Kingdom,Brighton and Hove,Maldon Road,Urban
l8745,United Kingdom,Brighton and Hove,Eley Drive,Urban
l8746,Canada,Quebec,Montreal,Rural
l8747,Canada,Ontario,Toronto,Suburban
l8748,United Kingdom,West Midlands,Birmingham,Urban
l8749,Germany,Hamburg,Hamburg,Rural
l8750,United States,Colorado,Colorado Springs,Rural
l8751,United States,California,Los Angeles,Urban
l8752,United Kingdom,West Midlands,Birmingham,Suburban
l8753,United Kingdom,Bristol,Lower Cheltenham Place,Suburban
l8754,Germany,Bremen,Bremen,Suburban
l8755,Canada,Quebec,Montreal,Rural
l8756,United Kingdom,Greater London,London,Rural
l8757,United States,Alabama,Birmingham,Rural
l8758,United Kingdom,Reading,Stuart Close,Suburban
l8759,Canada,New Brunswick,Fredericton,Suburban
l8760,Canada,British Columbia,Whistler,Suburban
l8761,United States,Florida,Miami,Urban
l8762,United States,Delaware,Dover,Rural
l8763,United States,Alabama,Birmingham,Urban
l8764,United Kingdom,Bristol,The Crescent,Suburban
l8765,Germany,Bremen,Bremen,Urban
l8766,United Kingdom,Reading,Stuart Close,Rural
l8767,United Kingdom,Hampshire,Southampton,Suburban
l8768,Germany,Thuringen,Erfurt,Rural
l8769,United States,California,Los Angeles,Rural
l8770,Germany,Bremen,Bremen,Rural
l8771,United Kingdom,Greater London,London,Urban
l8772,United States,California,Los Angeles,Urban
l8773,Germany,Hamburg,Hamburg,Suburban
l8774,United Kingdom,Reading,Woodwaye,Rural
l8775,United States,California,San Francisco,Rural
