profile_id,month_as_member,education,marital_status
cp11266,56,Doctor,Divorced
cp11267,60,Bachelor,Married
cp11268,52,Bachelor,Single
cp11269,50,High School or Below,Married
cp11270,54,High School or Below,Single
cp11271,63,Bachelor,Married
cp11272,66,College,Married
cp11273,44,College,Single
cp11274,61,Bachelor,Married
cp11275,47,Bachelor,Single
cp11276,56,College,Single
cp11277,40,Bachelor,Married
cp11278,67,Bachelor,Married
cp11279,56,Bachelor,Married
cp11280,67,Bachelor,Divorced
cp11281,37,Bachelor,Married
cp11282,33,Bachelor,Married
cp11283,67,Bachelor,Divorced
cp11284,44,Bachelor,Married
cp11285,62,Bachelor,Married
cp11286,45,Bachelor,Married
cp11287,57,Bachelor,Married
cp11288,46,Doctor,Married
cp11289,45,College,Married
cp11290,55,Bachelor,Married
cp11291,41,College,Married
cp11292,52,Bachelor,Divorced
cp11293,57,High School or Below,Divorced
cp11294,61,Bachelor,Married
cp11295,67,College,Married
cp11296,34,College,Married
cp11297,56,Bachelor,Married
cp11298,57,Bachelor,Married
cp11299,48,High School or Below,Divorced
cp11300,66,Bachelor,Married
cp11301,65,Bachelor,Married
cp11302,54,Bachelor,Married
cp11303,63,Doctor,Married
cp11304,37,Bachelor,Married
cp11305,54,Bachelor,Married
cp11306,34,College,Single
cp11307,48,College,Single
cp11308,47,College,Single
cp11309,54,High School or Below,Married
cp11310,48,Bachelor,Married
cp11311,70,Bachelor,Married
cp11312,54,Bachelor,Divorced
cp11313,46,Bachelor,Divorced
cp11314,44,College,Married
cp11315,61,College,Married
cp11316,28,Bachelor,Married
cp11317,48,Bachelor,Married
cp11318,62,Bachelor,Married
cp11319,41,Bachelor,Single
cp11320,29,College,Married
cp11321,52,Bachelor,Divorced
cp11322,55,Bachelor,Married
cp11323,62,Bachelor,Married
cp11324,30,Bachelor,Married
cp11325,30,Master,Single
cp11326,68,Bachelor,Married
cp11327,50,Bachelor,Single
cp11328,32,College,Married
cp11329,53,Bachelor,Married
cp11330,61,Bachelor,Single
cp11331,60,Bachelor,Married
cp11332,60,Bachelor,Single
cp11333,54,Doctor,Single
cp11334,49,Doctor,Married
cp11335,49,Bachelor,Single
cp11336,33,Bachelor,Single
cp11337,48,Bachelor,Married
cp11338,47,College,Single
cp11339,37,Bachelor,Divorced
cp11340,60,Bachelor,Married
cp11341,67,Bachelor,Married
cp11342,52,College,Single
cp11343,50,Bachelor,Married
cp11344,42,Bachelor,Single
cp11345,54,Bachelor,Single
cp11346,64,College,Married
cp11347,43,College,Married
cp11348,26,Bachelor,Married
cp11349,45,Bachelor,Divorced
cp11350,52,Bachelor,Single
cp11351,39,Bachelor,Married
cp11352,59,Bachelor,Married
cp11353,67,Doctor,Married
cp11354,38,Bachelor,Married
cp11355,63,Bachelor,Married
cp11356,47,College,Single
cp11357,55,Bachelor,Divorced
cp11358,55,Bachelor,Married
cp11359,55,Bachelor,Married
cp11360,53,College,Single
cp11361,36,Master,Married
cp11362,68,Bachelor,Divorced
cp11363,52,Bachelor,Divorced
cp11364,33,College,Single
cp11365,58,College,Married
cp11366,55,College,Married
cp11367,68,Bachelor,Married
cp11368,65,Bachelor,Married
cp11369,59,Bachelor,Married
cp11370,33,Bachelor,Single
cp11371,26,Bachelor,Married
cp11372,58,Doctor,Single
cp11373,25,Bachelor,Married
cp11374,57,Bachelor,Divorced
cp11375,63,College,Single
cp11376,38,Bachelor,Married
cp11377,61,High School or Below,Divorced
cp11378,54,Bachelor,Married
cp11379,29,Bachelor,Divorced
cp11380,47,Bachelor,Married
cp11381,39,High School or Below,Married
cp11382,27,Bachelor,Married
cp11383,60,Bachelor,Married
cp11384,44,Bachelor,Married
cp11385,33,Master,Divorced
cp11386,61,Bachelor,Divorced
cp11387,44,Bachelor,Married
cp11388,51,Bachelor,Divorced
cp11389,32,Bachelor,Married
cp11390,39,High School or Below,Married
cp11391,58,Bachelor,Married
cp11392,63,Bachelor,Divorced
cp11393,50,Bachelor,Married
cp11394,43,College,Divorced
cp11395,52,Bachelor,Married
cp11396,36,College,Single
cp11397,65,Bachelor,Divorced
cp11398,48,Bachelor,Married
cp11399,30,Bachelor,Married
cp11400,54,Bachelor,Married
cp11401,55,College,Single
cp11402,38,Bachelor,Married
cp11403,67,College,Single
cp11404,52,Bachelor,Married
cp11405,46,College,Married
cp11406,42,Bachelor,Divorced
cp11407,59,College,Single
cp11408,60,Bachelor,Divorced
cp11409,53,College,Single
cp11410,60,Bachelor,Divorced
cp11411,63,Bachelor,Married
cp11412,58,Bachelor,Married
cp11413,29,Bachelor,Married
cp11414,32,Bachelor,Divorced
cp11415,49,Bachelor,Married
cp11416,49,Master,Single
cp11417,56,Bachelor,Married
cp11418,59,Master,Divorced
cp11419,46,Bachelor,Single
cp11420,54,Bachelor,Divorced
cp11421,58,Bachelor,Divorced
cp11422,48,High School or Below,Divorced
cp11423,50,Bachelor,Single
cp11424,67,High School or Below,Divorced
cp11425,52,College,Single
cp11426,50,Doctor,Married
cp11427,31,High School or Below,Married
cp11428,54,College,Single
cp11429,51,College,Married
cp11430,54,High School or Below,Married
cp11431,54,Bachelor,Married
cp11432,52,Bachelor,Married
cp11433,60,Bachelor,Single
cp11434,49,Bachelor,Divorced
cp11435,42,Bachelor,Divorced
cp11436,52,Doctor,Divorced
cp11437,51,Doctor,Divorced
cp11438,55,Bachelor,Married
cp11439,32,Bachelor,Married
cp11440,61,Bachelor,Single
cp11441,46,Bachelor,Married
cp11442,35,Bachelor,Single
cp11443,29,Bachelor,Married
cp11444,48,College,Divorced
cp11445,55,College,Divorced
cp11446,63,College,Single
cp11447,65,Bachelor,Married
cp11448,55,College,Married
cp11449,62,Bachelor,Single
cp11450,44,Bachelor,Divorced
cp11451,46,College,Single
cp11452,25,College,Single
cp11453,26,Bachelor,Married
cp11454,42,Bachelor,Married
cp11455,60,College,Single
cp11456,35,College,Single
cp11457,69,Bachelor,Married
cp11458,51,College,Married
cp11459,29,Bachelor,Single
cp11460,69,Bachelor,Married
cp11461,48,Bachelor,Married
cp11462,62,College,Single
cp11463,46,Bachelor,Divorced
cp11464,52,College,Married
cp11465,56,Bachelor,Married
cp11466,25,High School or Below,Single
cp11467,51,Bachelor,Married
cp11468,26,Doctor,Married
cp11469,52,College,Single
cp11470,62,Bachelor,Married
cp11471,57,Master,Married
cp11472,37,Bachelor,Married
cp11473,53,College,Single
cp11474,42,Bachelor,Married
cp11475,60,Bachelor,Married
cp11476,58,Bachelor,Married
cp11477,58,Bachelor,Married
cp11478,69,Bachelor,Married
cp11479,35,Bachelor,Single
cp11480,44,College,Single
cp11481,55,Bachelor,Married
cp11482,50,Bachelor,Married
cp11483,26,Bachelor,Married
cp11484,61,High School or Below,Married
cp11485,59,Bachelor,Married
cp11486,28,Bachelor,Married
cp11487,63,Bachelor,Married
cp11488,69,High School or Below,Married
cp11489,47,Bachelor,Married
cp11490,43,Bachelor,Divorced
cp11491,65,Bachelor,Married
cp11492,45,Bachelor,Divorced
cp11493,52,Doctor,Married
cp11494,50,Bachelor,Married
cp11495,68,Bachelor,Married
cp11496,62,Bachelor,Married
cp11497,47,Bachelor,Single
cp11498,47,College,Married
cp11499,61,Bachelor,Married
cp11500,46,Bachelor,Married
cp11501,52,Bachelor,Married
cp11502,51,Bachelor,Divorced
cp11503,35,Doctor,Married
cp11504,54,Bachelor,Married
cp11505,51,College,Married
cp11506,39,College,Married
cp11507,49,Bachelor,Married
cp11508,52,Bachelor,Married
cp11509,58,Bachelor,Married
cp11510,66,Bachelor,Single
cp11511,50,Master,Married
cp11512,57,College,Single
cp11513,44,College,Single
cp11514,59,High School or Below,Married
cp11515,55,Bachelor,Married
cp11516,25,Bachelor,Divorced
cp11517,31,Bachelor,Married
cp11518,49,Bachelor,Married
cp11519,63,Bachelor,Single
cp11520,52,Bachelor,Married
cp11521,36,High School or Below,Single
cp11522,40,College,Married
cp11523,58,College,Married
cp11524,53,College,Single
cp11525,68,Bachelor,Married
cp11526,68,Bachelor,Married
cp11527,46,Bachelor,Married
cp11528,27,College,Single
cp11529,33,Bachelor,Married
cp11530,58,Bachelor,Divorced
cp11531,38,College,Single
cp11532,62,College,Divorced
cp11533,40,Bachelor,Married
cp11534,50,Bachelor,Married
cp11535,54,Bachelor,Married
cp11536,50,Bachelor,Married
cp11537,59,Bachelor,Single
cp11538,50,Bachelor,Married
cp11539,44,College,Single
cp11540,34,High School or Below,Divorced
cp11541,51,Bachelor,Single
cp11542,49,Bachelor,Married
cp11543,45,Bachelor,Married
cp11544,56,Bachelor,Divorced
cp11545,41,Bachelor,Married
cp11546,59,College,Single
cp11547,50,Bachelor,Divorced
cp11548,53,Bachelor,Married
cp11549,61,Bachelor,Married
cp11550,70,College,Single
cp11551,55,Doctor,Married
cp11552,34,Bachelor,Married
cp11553,38,Bachelor,Married
cp11554,41,College,Single
cp11555,65,Doctor,Divorced
cp11556,62,Bachelor,Married
cp11557,34,College,Married
cp11558,50,Bachelor,Single
cp11559,70,Bachelor,Married
cp11560,59,Bachelor,Married
cp11561,58,College,Married
cp11562,61,Bachelor,Married
cp11563,46,Bachelor,Married
cp11564,46,Bachelor,Married
cp11565,69,Bachelor,Married
cp11566,44,Bachelor,Divorced
cp11567,65,Bachelor,Married
cp11568,38,Bachelor,Married
cp11569,58,Bachelor,Divorced
cp11570,64,Bachelor,Divorced
cp11571,28,Bachelor,Married
cp11572,62,College,Single
cp11573,38,Bachelor,Divorced
cp11574,60,College,Married
cp11575,54,Bachelor,Married
cp11576,46,Bachelor,Married
cp11577,32,College,Single
cp11578,45,Bachelor,Married
cp11579,50,Bachelor,Married
cp11580,64,Bachelor,Married
cp11581,51,Bachelor,Married
cp11582,39,Bachelor,Married
cp11583,57,College,Married
cp11584,58,Bachelor,Married
cp11585,44,College,Married
cp11586,68,Bachelor,Married
cp11587,35,College,Single
cp11588,34,High School or Below,Married
cp11589,58,Bachelor,Married
cp11590,34,College,Married
cp11591,47,Bachelor,Married
cp11592,36,Bachelor,Single
cp11593,66,Bachelor,Married
cp11594,56,College,Married
cp11595,32,College,Married
cp11596,52,College,Married
cp11597,52,Doctor,Married
cp11598,50,College,Divorced
cp11599,56,College,Married
cp11600,41,Bachelor,Married
cp11601,54,Bachelor,Single
cp11602,53,High School or Below,Divorced
cp11603,41,High School or Below,Single
cp11604,49,Bachelor,Married
cp11605,65,Bachelor,Divorced
cp11606,50,Bachelor,Single
cp11607,64,Bachelor,Married
cp11608,61,Master,Single
cp11609,63,Master,Divorced
cp11610,60,College,Single
cp11611,47,Doctor,Married
cp11612,70,Bachelor,Married
cp11613,53,Bachelor,Single
cp11614,34,Bachelor,Divorced
cp11615,46,Bachelor,Married
cp11616,68,Doctor,Married
cp11617,56,Bachelor,Married
cp11618,43,Bachelor,Divorced
cp11619,61,Bachelor,Married
cp11620,44,Bachelor,Married
cp11621,36,Bachelor,Married
cp11622,62,Bachelor,Married
cp11623,60,Bachelor,Married
cp11624,55,Bachelor,Married
cp11625,47,Bachelor,Married
cp11626,60,Bachelor,Married
cp11627,66,College,Single
cp11628,51,College,Married
cp11629,50,Bachelor,Married
cp11630,46,College,Divorced
cp11631,31,High School or Below,Married
cp11632,67,College,Single
cp11633,70,Bachelor,Single
cp11634,66,Bachelor,Single
cp11635,55,Bachelor,Married
cp11636,62,Bachelor,Single
cp11637,55,Bachelor,Married
cp11638,59,Bachelor,Married
cp11639,38,College,Married
cp11640,53,Bachelor,Single
cp11641,67,Bachelor,Married
cp11642,50,Master,Married
cp11643,53,Bachelor,Single
cp11644,55,Bachelor,Married
cp11645,45,Bachelor,Married
cp11646,45,College,Single
cp11647,36,High School or Below,Divorced
cp11648,66,High School or Below,Married
cp11649,33,Bachelor,Married
cp11650,51,Bachelor,Married
cp11651,51,College,Married
cp11652,45,Bachelor,Divorced
cp11653,61,Bachelor,Married
cp11654,53,Bachelor,Married
cp11655,51,College,Single
cp11656,55,College,Single
cp11657,61,Bachelor,Married
cp11658,46,Bachelor,Single
cp11659,27,Bachelor,Married
cp11660,46,Bachelor,Married
cp11661,48,Bachelor,Divorced
cp11662,27,Bachelor,Married
cp11663,70,Bachelor,Married
cp11664,68,College,Single
cp11665,46,Bachelor,Married
cp11666,37,Bachelor,Married
cp11667,53,College,Single
cp11668,69,Bachelor,Married
cp11669,46,College,Married
cp11670,55,College,Single
cp11671,38,Bachelor,Married
cp11672,52,College,Married
cp11673,62,Bachelor,Married
cp11674,48,Bachelor,Married
cp11675,39,Bachelor,Married
cp11676,64,Bachelor,Married
cp11677,44,Bachelor,Married
cp11678,51,Bachelor,Married
cp11679,52,College,Married
cp11680,48,Bachelor,Married
cp11681,46,College,Single
cp11682,66,Bachelor,Married
cp11683,54,Bachelor,Divorced
cp11684,50,College,Divorced
cp11685,44,Bachelor,Married
cp11686,61,Bachelor,Married
cp11687,43,College,Single
cp11688,45,Bachelor,Married
cp11689,57,College,Single
cp11690,52,Bachelor,Married
cp11691,50,Bachelor,Married
cp11692,60,College,Single
cp11693,49,Bachelor,Married
cp11694,49,Bachelor,Married
cp11695,46,High School or Below,Married
cp11696,28,College,Single
cp11697,61,Bachelor,Married
cp11698,43,Bachelor,Married
cp11699,40,Doctor,Married
cp11700,64,Bachelor,Single
cp11701,32,Bachelor,Married
cp11702,37,Bachelor,Married
cp11703,40,Bachelor,Married
cp11704,66,College,Single
cp11705,56,Bachelor,Single
cp11706,41,College,Single
cp11707,62,Bachelor,Married
cp11708,56,Bachelor,Married
cp11709,56,Bachelor,Married
cp11710,52,Bachelor,Married
cp11711,54,College,Single
cp11712,56,Bachelor,Married
cp11713,65,Bachelor,Married
cp11714,61,College,Single
cp11715,49,Bachelor,Divorced
cp11716,53,High School or Below,Married
cp11717,63,High School or Below,Married
cp11718,40,Bachelor,Married
cp11719,34,High School or Below,Divorced
cp11720,41,Bachelor,Married
cp11721,60,College,Married
cp11722,51,College,Married
cp11723,58,Bachelor,Divorced
cp11724,49,High School or Below,Married
cp11725,58,Bachelor,Married
cp11726,69,Bachelor,Married
cp11727,61,College,Married
cp11728,46,College,Single
cp11729,27,Bachelor,Single
cp11730,62,Bachelor,Divorced
cp11731,58,High School or Below,Divorced
cp11732,37,College,Single
cp11733,50,College,Single
cp11734,55,Bachelor,Married
cp11735,38,Bachelor,Divorced
cp11736,43,Master,Divorced
cp11737,36,Bachelor,Married
cp11738,31,College,Single
cp11739,30,Bachelor,Divorced
cp11740,60,Doctor,Married
cp11741,52,College,Single
cp11742,62,Bachelor,Single
cp11743,57,College,Divorced
cp11744,63,College,Single
cp11745,65,College,Single
cp11746,29,Bachelor,Single
cp11747,53,Bachelor,Married
cp11748,58,Bachelor,Married
cp11749,60,Bachelor,Married
cp11750,56,College,Single
cp11751,58,Bachelor,Divorced
cp11752,64,Bachelor,Married
cp11753,66,College,Married
cp11754,57,Bachelor,Divorced
cp11755,53,Bachelor,Single
cp11756,52,Bachelor,Single
cp11757,36,Bachelor,Married
cp11758,51,College,Married
cp11759,64,Bachelor,Divorced
cp11760,53,Doctor,Married
cp11761,46,College,Single
cp11762,67,Bachelor,Married
cp11763,45,College,Married
cp11764,65,Bachelor,Divorced
cp11765,51,College,Single
cp11766,65,College,Single
cp11767,53,Bachelor,Married
cp11768,62,Bachelor,Married
cp11769,46,College,Single
cp11770,66,College,Single
cp11771,35,College,Single
cp11772,30,Bachelor,Married
cp11773,40,Bachelor,Married
cp11774,59,Bachelor,Single
cp11775,64,Bachelor,Single
cp11776,52,College,Married
cp11777,56,Bachelor,Single
cp11778,54,Bachelor,Married
cp11779,44,Doctor,Married
cp11780,59,College,Single
cp11781,39,Bachelor,Married
cp11782,33,Bachelor,Married
cp11783,41,Bachelor,Married
cp11784,49,College,Single
cp11785,43,Bachelor,Single
cp11786,41,College,Single
cp11787,55,Bachelor,Married
cp11788,65,Bachelor,Married
cp11789,62,College,Married
cp11790,67,Bachelor,Married
cp11791,41,Bachelor,Single
cp11792,58,High School or Below,Married
cp11793,58,Bachelor,Married
cp11794,44,Bachelor,Single
cp11795,54,Bachelor,Married
cp11796,37,Bachelor,Married
cp11797,49,Bachelor,Married
cp11798,68,Bachelor,Divorced
cp11799,58,Doctor,Married
cp11800,69,Bachelor,Married
cp11801,64,Bachelor,Single
cp11802,31,Bachelor,Married
cp11803,69,Bachelor,Married
cp11804,57,Bachelor,Divorced
cp11805,56,High School or Below,Single
cp11806,63,Bachelor,Married
cp11807,70,Bachelor,Married
cp11808,49,High School or Below,Married
cp11809,52,College,Married
cp11810,58,Doctor,Divorced
cp11811,49,Bachelor,Married
cp11812,70,College,Divorced
cp11813,33,Bachelor,Married
cp11814,55,Bachelor,Married
cp11815,70,Bachelor,Divorced
cp11816,58,Bachelor,Single
cp11817,51,Bachelor,Married
cp11818,56,Bachelor,Married
cp11819,66,Bachelor,Married
cp11820,70,College,Single
cp11821,63,College,Single
cp11822,56,Bachelor,Single
cp11823,46,College,Married
cp11824,31,Bachelor,Divorced
cp11825,64,Bachelor,Married
cp11826,35,College,Single
cp11827,70,Bachelor,Married
cp11828,65,Bachelor,Married
cp11829,45,Bachelor,Married
cp11830,56,Bachelor,Divorced
cp11831,45,College,Single
cp11832,51,Bachelor,Single
cp11833,49,College,Married
cp11834,50,Bachelor,Married
cp11835,60,Bachelor,Divorced
cp11836,60,Bachelor,Married
cp11837,66,Bachelor,Married
cp11838,32,College,Single
cp11839,61,Bachelor,Divorced
cp11840,44,Doctor,Divorced
cp11841,50,Bachelor,Married
cp11842,57,College,Single
cp11843,55,Bachelor,Married
cp11844,34,Bachelor,Married
cp11845,61,Master,Married
cp11846,62,Bachelor,Married
cp11847,59,College,Single
cp11848,62,High School or Below,Married
cp11849,56,Doctor,Married
cp11850,42,College,Single
cp11851,44,Bachelor,Married
cp11852,58,Bachelor,Divorced
cp11853,64,Bachelor,Married
cp11854,43,Bachelor,Married
cp11855,64,Bachelor,Married
cp11856,30,Bachelor,Married
cp11857,43,Bachelor,Single
cp11858,66,Bachelor,Married
cp11859,53,Bachelor,Married
cp11860,69,Bachelor,Married
cp11861,36,Bachelor,Single
cp11862,29,Bachelor,Married
cp11863,69,College,Single
cp11864,61,College,Married
cp11865,30,Bachelor,Married
cp11866,58,College,Single
cp11867,47,Bachelor,Married
cp11868,60,Bachelor,Married
cp11869,66,Bachelor,Married
cp11870,53,Bachelor,Divorced
cp11871,40,College,Single
cp11872,62,Bachelor,Single
cp11873,66,College,Single
cp11874,39,College,Single
cp11875,42,College,Single
cp11876,42,Bachelor,Single
cp11877,65,Bachelor,Married
cp11878,53,Bachelor,Married
cp11879,58,Bachelor,Married
cp11880,59,Bachelor,Married
cp11881,41,Bachelor,Married
cp11882,65,College,Single
cp11883,70,Bachelor,Single
cp11884,63,Master,Divorced
cp11885,52,Bachelor,Divorced
cp11886,46,Bachelor,Divorced
cp11887,66,Doctor,Married
cp11888,39,College,Single
